,datetime,Temperature,Breaks,P_pan,P_viv,P_car,P_des,P_exp,P_imp,P_elec,P_comp,P_pur,P_pila,SOC,pres_buf,pres_comp,pres_pila,P_car_pila,s_elec,s_comp,s_pila,h2_total,h2_flow,h2_elec,h2b_nl,h2t_nl,h2_flow_pila
275,2024-03-27 11:57:25,13.1,,5580.0,427.0,419.6309777670362,0,4003.8219669672417,19.69714808445888,1542.2183209908153,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216043.4296638888,190.242,0.264225,2661.046656575355,686.3432566254816,0
276,2024-03-27 11:57:30,13.1,,5550.0,420.0,420.12036675983524,0,3901.5077671098106,19.149905645027726,1547.050680742409,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216043.69447361102,190.663,0.26480972222222227,2661.046656575355,686.3432566254816,0
277,2024-03-27 11:57:35,13.1,,5590.0,413.0,421.2479731660185,0,3925.163626670821,19.220055406432525,1551.882750975115,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216043.95932638878,190.694,0.26485277777777777,2661.046656575355,686.3432566254816,0
278,2024-03-27 11:57:40,13.1,,5620.0,414.0,421.282624927548,0,3982.2531997889887,19.51102150767994,1556.7151107267086,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216044.22463819434,191.0245,0.26531180555555556,2661.046656575355,686.3432566254816,0
279,2024-03-27 11:57:45,13.1,,5560.0,412.0,420.5845441140203,0,3855.923274657419,18.89068646347335,1561.5471809594146,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216044.49040902767,191.355,0.2657708333333333,2661.046656575355,686.3432566254816,0
280,2024-03-27 11:57:50,13.1,,5530.0,416.0,418.98808912041625,0,3877.817466018116,19.079274810747624,1566.3795407110083,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216044.75698819433,191.937,0.2665791666666667,2661.046656575355,686.3432566254816,0
281,2024-03-27 11:57:55,13.1,,5390.0,394.0,417.2801104678172,0,3842.2216612310117,18.97238327057788,1571.2116109437143,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216045.02348402765,191.877,0.2664958333333333,2661.046656575355,686.3432566254816,0
282,2024-03-27 11:58:00,13.1,,5340.0,380.0,419.5548545689744,0,3889.666961990732,19.1146446889679,1576.043970695308,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216045.29007013876,191.942,0.26658611111111113,2661.046656575355,686.3432566254816,0
283,2024-03-27 11:58:05,13.1,,5530.0,406.0,424.57341922374553,0,3938.817923227971,19.137143598562062,1580.8763304469012,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216045.55689791654,192.116,0.26682777777777783,2661.046656575355,686.3432566254816,0
284,2024-03-27 11:58:10,13.1,,5490.0,416.0,417.8507007937636,0,3854.0952984634528,19.008127892897782,1585.7084006796076,0.0,50.0,0,100,28.5,84.7,-1,-1,1,0,0,216045.82396736098,192.29,0.2670694444444444,2661.046656575355,686.3432566254816,0
